wind_label,phase,t_s,tau_x,tau_y,tau_z,tauff_x,tauff_y,tauff_z,roll_deg,pitch_deg,wx_rad_s,wy_rad_s
strong,rot_on,14.40,0.0034,-0.0459,0.0040,-0.001,0.014,-0.001,4.214,4.404,-0.0011,-0.0079
strong,rot_on,14.45,0.0034,-0.0454,0.0040,-0.001,0.014,-0.001,4.212,4.376,-0.0008,-0.0082
strong,rot_on,14.50,0.0035,-0.0449,0.0040,-0.001,0.013,-0.001,4.214,4.353,-0.0002,-0.0084
strong,rot_on,14.55,0.0040,-0.0443,0.0040,-0.001,0.013,-0.001,4.218,4.326,-0.0002,-0.0074
strong,rot_on,14.60,0.0041,-0.0439,0.0040,-0.001,0.013,-0.001,4.223,4.304,0.0017,-0.0069
strong,rot_on,14.65,0.0044,-0.0433,0.0040,-0.001,0.013,-0.001,4.232,4.281,0.0024,-0.0058
strong,rot_on,14.70,0.0048,-0.0429,0.0040,-0.001,0.013,-0.001,4.238,4.265,0.0004,-0.0041
strong,rot_on,14.75,0.0057,-0.0424,0.0040,-0.002,0.013,-0.001,4.244,4.248,-0.0001,-0.0036
strong,rot_on,14.80,0.0062,-0.0419,0.0040,-0.002,0.013,-0.001,4.247,4.238,-0.0004,-0.0014
strong,rot_on,14.85,0.0069,-0.0416,0.0040,-0.002,0.012,-0.001,4.246,4.231,-0.0026,-0.0018
strong,rot_on,14.90,0.0081,-0.0410,0.0040,-0.002,0.012,-0.001,4.241,4.225,-0.0040,0.0002
strong,rot_on,14.95,0.0086,-0.0409,0.0040,-0.003,0.012,-0.001,4.230,4.224,-0.0058,0.0010
